,CMPD_CHEMBLID,exp,smiles,mol,molwt
2104,CHEMBL87563,2.41,CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8291C0>,321.37699999999995
2105,CHEMBL269538,2.9,COc1ccc2c(c1)[nH]c3c(C)nccc23,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829230>,212.25199999999998
2106,CHEMBL1224215,2.23,Cc1cc(ccc1O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8292A0>,350.462
2107,CHEMBL562308,1.79,OCCNCCNc1ccc2c(NC(=O)CC34CC5CC(CC(C5)C3)C4)cccc2n1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829310>,422.57300000000026
2108,CHEMBL2036763,2.74,Clc1cccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829380>,376.9320000000002
2109,CHEMBL1945299,0.91,COc1ccccc1CNCCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8293F0>,493.62900000000013
2110,CHEMBL2219422,2.99,Cn1ncc(Cl)c1c2cc(sc2Cl)C(=O)N[C@H](CN)Cc3cccc(F)c3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829460>,427.33200000000016
2111,CHEMBL184,-1.42,Nc1nc(O)c2ncn(COCCO)c2n1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8294D0>,225.20799999999994
2112,CHEMBL2028019,3.6,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc(Cl)c3Cl)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829540>,427.4200000000001
2113,CHEMBL2207658,3.34,O[C@H](CNC(=O)c1c[nH]nc1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8295B0>,481.30200000000025
2114,CHEMBL2068839,3.21,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829620>,358.41700000000003
2115,CHEMBL118755,-0.16,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccncc4)C3=O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829690>,354.7530000000001
2116,CHEMBL384467,1.87,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829700>,392.4670000000002
2117,CHEMBL1270772,3.0,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4CCOc34)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829770>,382.4450000000002
2118,CHEMBL2208426,2.86,CS(=O)(=O)c1ccc(s1)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8297E0>,507.46100000000035
2119,CHEMBL1917448,-0.42,COc1cccc(c1)S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829850>,373.43000000000006
2120,CHEMBL1172,1.48,Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8298C0>,310.8280000000001
2121,CHEMBL2171029,1.6,OC(=O)CCCCn1nnc(n1)c2ccc(cc2)C(=O)N3CCC(CC3)N4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829930>,601.5350000000004
2122,CHEMBL2070950,1.6,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ccncc5s4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8299A0>,438.5570000000002
2123,CHEMBL1486517,2.5,O=C(C1CCN(CC1)c2nnc(s2)n3cccc3)N4CCN(Cc5ccc6OCOc6c5)CC4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829A10>,480.59400000000045
2124,CHEMBL2036779,2.1,CCN1CCOC(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829A80>,415.321
2125,CHEMBL2147032,3.24,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cccnc5c4)CN1C6CC6,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829AF0>,477.58600000000024
2126,CHEMBL1907764,3.05,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829B60>,475.36200000000036
2127,CHEMBL1962616,-0.51,NC(=N)NC(=O)c1nc(Cl)c(NCc2ccncc2)nc1N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829BD0>,320.744
2128,CHEMBL1366397,2.31,Oc1ccccc1OCC(=O)NC2CCCC2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829C40>,235.28299999999996
2129,CHEMBL393348,1.58,Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)C5CCNCC5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829CB0>,386.9670000000002
2130,CHEMBL2021706,0.4,CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc2ccc(OC)cc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829D20>,450.0070000000003
2131,CHEMBL187673,3.3,Oc1ccc(cc1)c2oc3cc(O)ccc3n2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829D90>,227.219
2132,CHEMBL1555870,2.39,NC(=O)c1sc(cc1NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccsc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829E00>,432.47
2133,CHEMBL1289233,3.38,Clc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829E70>,380.275
2134,CHEMBL2031235,1.75,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5oncc5)ccc4C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829EE0>,444.4950000000002
2135,CHEMBL1824036,-0.51,CS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829F50>,515.5920000000003
2136,CHEMBL107955,1.67,CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA829FC0>,613.825
2137,CHEMBL445496,1.73,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4cc[nH]c4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A030>,321.409
2138,CHEMBL1478435,3.0,CC1(C)CC(=O)c2c(N)c3ccccc3nc2C1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A0A0>,240.306
2139,CHEMBL1807860,3.68,C[C@H]1O[C@H]([C@H](O)[C@H]1Cl)n2cnc3c(N)nc(OCC4CC45CC5)nc23,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A110>,365.82100000000025
2140,CHEMBL515062,2.77,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A180>,481.9160000000002
2141,CHEMBL1778644,-0.92,CCS(=O)(=O)c1ccc(c(F)c1)c2cc(Cl)ccc2OCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A1F0>,372.8010000000001
2142,CHEMBL232433,3.17,C[S+]([O-])CCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A260>,435.95800000000014
2143,CHEMBL562698,1.77,Clc1c(ccnc1N2CCNCC2)C(=O)NCC34CC5CC(CC(C5)C3)C4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A2D0>,388.9430000000002
2144,CHEMBL2172005,1.85,COc1ccc(cc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A340>,454.5710000000003
2145,CHEMBL2207666,3.42,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A3B0>,490.3870000000003
2146,CHEMBL2031562,0.2,Nc1cc(cc(c1)C(F)(F)F)C(=O)Nc2cccc(c2)c3nnn[nH]3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A420>,348.288
2147,CHEMBL415521,1.2,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A490>,348.49000000000007
2148,CHEMBL476518,3.51,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N(C)C)n2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A500>,336.4430000000001
2149,CHEMBL381055,3.73,Fc1ccc(cc1)C(=O)N2CCC[C@@H](C2)c3onc(n3)c4ccc(F)cc4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A570>,369.371
2150,CHEMBL51483,2.75,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A5E0>,518.5620000000004
2151,CHEMBL110999,2.44,CN(CCCOCCOCCc1ccccc1)CCc2ccc(O)c3nc(O)sc23,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A650>,430.57000000000016
2152,CHEMBL2023475,3.88,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(F)cc34)cc2OC)cn1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A6C0>,420.44400000000013
2153,CHEMBL325503,1.48,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccc[n+]([O-])c3)C(=O)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A730>,545.5180000000003
2154,CHEMBL1682283,0.92,OC(=O)c1ccc2c(c1)nc(Nc3cccc(c3)C#C)c4ncncc24,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A7A0>,340.34200000000004
2155,CHEMBL595122,2.0,CCS(=O)(=O)c1ccc(Oc2cc3nc([nH]c3cc2CN4C(=O)CCC4=O)c5ccccn5)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A810>,490.5410000000003
2156,CHEMBL111350,1.77,Oc1ccc(CCNCCCS(=O)(=O)NCCSCCc2ccccc2)c3sc(O)nc13,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A880>,495.69200000000023
2157,CHEMBL551170,2.1,Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)N5N=CC(=O)NC5=O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A8F0>,414.89300000000014
2158,CHEMBL373351,1.38,CCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A960>,284.363
2159,CHEMBL2158772,2.54,Cc1ccccc1C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82A9D0>,505.4860000000002
2160,CHEMBL2152252,2.8,CNC(=O)c1nc(cnc1N)c2ccc(Cl)c(c2)S(=O)(=O)Nc3cccc(F)c3F,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AA40>,453.8580000000001
2161,CHEMBL90846,2.43,O=C(Nc1nccs1)c2ccccc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AAB0>,204.25400000000002
2162,CHEMBL2046684,3.64,Fc1ccc(cc1Cl)C(=O)Nc2ccc(Cl)nc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AB20>,285.105
2163,CHEMBL377309,4.14,CC(C)CN1C(=O)N(C)C(=O)c2c(SC3CCCCC3)c(Cc4ccccc4C(F)(F)F)sc12,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AB90>,510.6470000000002
2164,CHEMBL1809061,2.4,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCNCC5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AC00>,435.9190000000002
2165,CHEMBL1148,0.3,CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AC70>,348.42800000000005
2166,CHEMBL2059373,-0.98,OC(=O)c1cncc(c1)c2cnc3[nH]c(cc3c2n4ccc(n4)C(F)(F)F)C(=O)NC5CC5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82ACE0>,456.3840000000001
2167,CHEMBL444884,3.3,NC(=O)c1sc(cc1N)c2ccc(Cl)cc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AD50>,252.72599999999997
2168,CHEMBL1701081,2.81,CN1C(=O)N(Cc2ccc(Br)cc2)c3ccccc13,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82ADC0>,317.18600000000004
2169,CHEMBL2326478,3.3,Nc1nc2cc3CCN(Cc4cccc(F)c4)CCc3cc2s1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AE30>,327.42800000000005
2170,CHEMBL1595582,4.05,COc1ccc(Cl)cc1C(=O)Nc2nc3ccccc3[nH]2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AEA0>,301.733
2171,CHEMBL467148,2.64,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6nc(cn6C)S(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AF10>,554.0320000000002
2172,CHEMBL111732,2.59,CN(CCN(C)C(=O)CCOCCc1ccccc1)CCc2ccc(O)c3nc(O)sc23,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AF80>,457.5960000000002
2173,CHEMBL387265,2.82,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC4)S(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82AFF0>,480.94900000000035
2174,CHEMBL1643349,2.3,CC1(C)C(=O)Nc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B060>,161.20399999999998
2175,CHEMBL1278,0.48,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B0D0>,335.4730000000001
2176,CHEMBL211677,2.88,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3cc(C)nc4ccccc34,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B140>,344.41400000000004
2177,CHEMBL1271187,3.05,C1CN(CCO1)c2cc(Nc3nccc(Nc4cccc5[nH]ncc45)n3)cc(c2)N6CCOCC6,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B1B0>,472.5530000000003
2178,CHEMBL471757,3.08,CC(C)(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B220>,290.371
2179,CHEMBL1907830,2.4,O=C1Nc2ccc(cc2C1=O)S(=O)(=O)N3CCC[C@H]3CNc4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B290>,385.44500000000005
2180,CHEMBL1545637,3.49,Fc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(Cl)cc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B300>,345.80099999999993
2181,CHEMBL1689109,0.49,OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B370>,424.9060000000001
2182,CHEMBL1333961,1.92,Nc1[nH]nc2cccc(Cl)c12,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B3E0>,167.59899999999996
2183,CHEMBL13817,1.4,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N2CCC3(CC2)CN(c4ccccc34)S(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B450>,528.6750000000003
2184,CHEMBL1672434,2.13,C[C@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cc(Br)ccc2Br,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B4C0>,423.13000000000005
2185,CHEMBL212761,3.09,CC(C)(C)NC(=O)Nc1ccc(cc1)c2c(N)nc(N)nc2COCc3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B530>,420.5170000000002
2186,CHEMBL513370,2.36,COc1ccc(N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)C(=O)c3ccoc3Cl)c(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B5A0>,490.9150000000002
2187,CHEMBL576257,2.51,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cnc1C#N)c3ccc(F)cn3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B610>,338.35
2188,CHEMBL2062563,3.29,CC(=O)Nc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B680>,371.4040000000001
2189,CHEMBL2087850,2.87,CCN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cncn6C)c3C1=O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B6F0>,489.9670000000002
2190,CHEMBL1322675,1.69,CCCNC[C@H](O)COc1ccccc1C(=O)CCc2ccccc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B760>,341.4510000000001
2191,CHEMBL2323303,2.7,Fc1ccc(Oc2cc(F)c(cc2F)S(=O)(=O)Nc3ncc(Cl)s3)c(c1)c4cn[nH]c4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B7D0>,486.88400000000007
2192,CHEMBL2179285,-0.25,CC1=CN([C@H]2CCCN(C2)[C@H](CC3CCOCC3)c4ccc(C(=O)O)c(Oc5cccc(Cl)c5)c4)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B840>,568.0700000000002
2193,CHEMBL1333251,2.77,CC(=O)Nc1nc(cs1)c2cccs2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B8B0>,224.31
2194,CHEMBL27364,4.1,O=C1N(Cc2ccccc12)C3CCN(CCC(c4ccccc4)c5ccccc5)CC3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B920>,410.5610000000001
2195,CHEMBL2059374,-0.88,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)O)n4nc(cc4C)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82B990>,458.40000000000015
2196,CHEMBL2158839,2.58,OC(=O)[C@H](Cc1ccccc1F)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BA00>,509.4490000000004
2197,CHEMBL1549615,3.9,COc1cc2cc(nc(C)c2cc1OC)c3ccc(O)cc3O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BA70>,311.337
2198,CHEMBL1716201,4.15,Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(n1)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BAE0>,326.7870000000001
2199,CHEMBL335707,2.31,[O-][N+](=O)c1cccc(c1)c2ccc(OCC(CCc3ccc(cc3)C(=O)N4CCCC4)N5C(=O)CCCC5=O)cc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BB50>,555.6310000000004
2200,CHEMBL1777848,2.8,Oc1ccc(cc1)C2=Cc3cccc(O)c3OC2=O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BBC0>,254.24099999999999
2201,CHEMBL2158826,1.58,OC(=O)Cc1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BC30>,477.43200000000024
2202,CHEMBL476993,2.19,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CO)ncc2F,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BCA0>,453.52200000000033
2203,CHEMBL1916084,0.8,Cc1ccc(cc1)S(=O)(=O)Nc2c(cnn2c3ccccc3)C(=O)NC4CCCCC4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BD10>,438.5530000000003
2204,CHEMBL2087851,3.53,Cn1cncc1c2c3C(=O)N(C4CC4)C(=O)N(CC5CC5)c3nn2Cc6ccnc7ccc(Cl)cc67,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BD80>,501.97800000000024
2205,CHEMBL2331748,1.6,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(F)c4)c3)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BDF0>,475.49800000000016
2206,CHEMBL429330,2.49,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N2CCCC2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BE60>,302.4180000000002
2207,CHEMBL1524929,3.61,COc1ccccc1C(=O)Nc2nc3ccccc3s2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BED0>,284.34
2208,CHEMBL1624252,3.34,COc1ccc(cc1)c2csc(n2)N(CCCN3CCOCC3)C(=O)c4occc4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82BF40>,427.52600000000024
2209,CHEMBL252956,3.53,O=C1CCCc2nc(ccc12)C#Cc3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C040>,247.29700000000003
2210,CHEMBL530184,3.65,C(CCNc1cc(nc2ccccc12)c3ccccc3)CNc4cc(nc5ccccc45)c6ccccc6,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C0B0>,494.6420000000002
2211,CHEMBL250687,3.99,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](CO)[C@@H](O)[C@H]5O)c4n1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C120>,456.5720000000002
2212,CHEMBL1223952,1.19,NC(=O)c1cccc(C[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C190>,334.46299999999997
2213,CHEMBL1896037,3.41,OC(CN1CCCCC1)(C(=O)c2ccccc2)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C200>,309.40900000000005
2214,CHEMBL1807824,0.86,CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C270>,475.6800000000001
2215,CHEMBL2182002,2.6,CN1CCN(CC1)S(=O)(=O)c2ccc(c(C)c2)c3cnc(N)c(n3)C(=O)Nc4cccnc4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C2E0>,467.5550000000002
2216,CHEMBL515311,2.15,C[C@H](O)C(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C350>,449.5590000000002
2217,CHEMBL1455,2.44,CN(C)c1nc(nc(n1)N(C)C)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C3C0>,210.285
2218,CHEMBL2005730,3.2,COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C430>,345.35100000000006
2219,CHEMBL1741132,1.35,OC1=NC(=O)CN1N=Cc2oc(cc2)c3ccc(cc3)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C4A0>,314.25700000000006
2220,CHEMBL2325994,1.3,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCC4)c5ccc(Cl)cc5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C510>,496.0590000000004
2221,CHEMBL379738,1.86,O=C(CS(=O)(=O)c1ccccc1)c2ccccc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C580>,260.314
2222,CHEMBL2171048,1.79,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C5F0>,506.0680000000003
2223,CHEMBL341226,4.21,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C660>,313.4410000000001
2224,CHEMBL227897,2.5,O=C(Cc1ccccc1)Nc2nccs2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C6D0>,218.28099999999998
2225,CHEMBL1956163,3.94,O=C(Nc1cccc2cccnc12)[C@@H]3CC[C@H](CC3)N4C(=O)[C@@H]5[C@@H]6CC[C@@H](C6)[C@@H]5C4=O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C740>,417.5090000000002
2226,CHEMBL1875368,3.9,O=C(Cc1cccc2ccccc12)Nc3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C7B0>,261.324
2227,CHEMBL267936,-0.84,CNC1(C)C2CCC(C2)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C820>,167.296
2228,CHEMBL1422,0.31,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C890>,407.3180000000001
2229,CHEMBL806,3.46,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C900>,276.214
2230,CHEMBL390191,1.73,C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3nc(N)sc13,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C970>,368.5130000000001
2231,CHEMBL330366,3.23,COc1cc(cc(OC)c1OC)C(=O)N2CC[C@@](CCN3CCC(CC3)(C(=O)N)c4ccccc4)(C2)c5ccc(Cl)c(Cl)c5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82C9E0>,640.6080000000003
2232,CHEMBL404327,2.81,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cscn5)c3)c12)C(=O)N6CCOCC6,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82CA50>,515.5990000000003
2233,CHEMBL225510,0.54,O=S(=O)(Nc1cccnc1)c2cccs2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA82CAC0>,240.30900000000003
